Book Id,Title,Author,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count
31117613,Tin Man,Sarah Winman,,0755390962,9780755390960,0,3.97,Fisicalbook,Paperback,213,2017,2018,,2024/07/01,to-read,to-read,,0
62811,Forbidden Colors,Yukio Mishima,Alfred H. Marks,0375705163,9780375705168,0,3.92,Vintage Books,Paperback,403,1999,1951,,2024/07/01,to-read,to-read,,0
57209202,Blackout,Marco Carocari,,,9781953789105,0,4.04,Level Best Books,ebook,,2021,2021,,2024/07/08,to-read,to-read,,0
658724,"The Death of Friends (Henry Rios Mystery, #5)",Michael Nava,,1555838146,9781555838140,0,4.45,Alyson Pubns,Paperback,168,2004,2004,,2024/07/08,to-read,to-read,,0
55922410,Lies with Man (Henry Rios #3),Michael Nava,,1612941974,9781612941974,0,4.46,Amble Press,Paperback,282,2021,2021,,2024/07/08,to-read,to-read,,0
15888,An Instance of the Fingerpost,Iain Pears,,1573227951,9781573227957,0,3.94,Penguin Publishing Group,Paperback,704,2000,1997,,2024/07/09,to-read,to-read,,0
58739425,The Dove in the Belly,Jim Grimsley,,1646141318,9781646141319,0,4.18,Levine Querido,Hardcover,336,2022,2022,,2024/07/09,to-read,to-read,,0
10073506,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John le Carré,,,,0,4.06,Penguin Books,Paperback,381,2011,1974,,2024/07/09,to-read,to-read,,0
57891,Battle Royale,Koushun Takami,,156931778X,9781569317785,0,4.26,"VIZ, LLC",Paperback,624,2003,1999,,2024/07/09,,read,,1
20816370,Pull Me Under,Zarah Detand,,,,0,4.11,,Kindle Edition,359,2014,2014,,2024/07/09,,read,,1
124930425,"Until You (Until, #1)",Briar Prescott,,,,0,4.32,,Kindle Edition,323,2023,2023,,2024/07/10,to-read,to-read,,0
55135062,Honeytrap,Aster Glenn Gray,,,,0,4.22,,Kindle Edition,334,2020,2020,,2024/07/11,to-read,to-read,,0
169222839,Misfits (Urban Soul #1),Garrett Leigh,,1916569072,9781916569072,0,4.15,Fox Love Press,Kindle Edition,334,2023,2015,,2024/07/13,to-read,to-read,,0
50279333,Shades of Henry (The Flophouse #1),Amy Lane,,,,0,4.11,Dreamspinner Press,Kindle Edition,252,2020,2020,,2024/08/08,to-read,to-read,,0
13423284,"Chase in Shadow (Johnnies, #1)",Amy Lane,,1613724217,9781613724217,0,4.12,Dreamspinner Press,Paperback,320,2012,2012,,2024/08/08,to-read,to-read,,0
36241661,Taming the Beast (Tales from St. Giles #1),Andrew  Grey,,,9781640800069,0,3.92,Dreamspinner Press,ebook,200,2017,2017,,2024/08/08,to-read,to-read,,0
33015824,Noble Intentions,Andrew  Grey,,1635331234,9781635331233,0,3.69,Dreamspinner Press,ebook,200,2016,2016,,2024/08/08,to-read,to-read,,0
36258352,His Leading Man (Dreamspun Desires),Ashlyn Kane,,1641080043,9781641080040,0,3.72,Dreamspinner Press,Mass Market Paperback,222,2018,2018,,2024/08/08,to-read,to-read,,0
34549637,New Lease,B.G. Thomas,,1635334284,9781635334289,0,3.69,Dreamspinner Press,ebook,46,2017,2017,,2024/08/08,to-read,to-read,,0
32445637,American Family: A Novel,Catherine Marshall-Smith,,1631521632,9781631521638,0,3.75,She Writes Press,Paperback,360,2017,2017,,2024/08/08,to-read,to-read,,0
24090649,Nights Like These,Chris Scully,,1632164019,9781632164018,0,3.68,Dreamspinner Press,ebook,200,2015,2015,,2024/08/08,to-read,to-read,,0
30215649,Can't Hide from Me,Cordelia Kingsbridge,,1626494436,9781626494435,0,3.83,Riptide Publishing,ebook,338,2016,2016,,2024/08/08,to-read,to-read,,0
98653715,Ways and Means,Daniel Lefferts,,1419768190,9781419768194,0,3.88,Harry N. Abrams,Hardcover,400,2024,2024,,2024/08/08,to-read,to-read,,0
56703017,Red X,David Demchuk,,0771025017,9780771025013,0,3.77,Strange Light,Paperback,280,2021,2021,,2024/08/08,to-read,to-read,,0
50665726,Sticky Fingers,Davidson King,,,,0,3.96,,Kindle Edition,236,2020,2020,,2024/08/08,to-read,to-read,,0
20571570,The Foster Family,Jaime Samms,,1627985530,9781627985536,0,3.65,Dreamspinner  Press,ebook,330,2014,2014,,2024/08/08,to-read,to-read,,0
2187,Middlesex,Jeffrey Eugenides,,0312422156,9780312422158,0,4.03,Picador USA,Paperback,529,2002,2002,,2024/08/08,to-read,to-read,,0
61479956,Hide and Seek,Josh Lanyon,,,,0,4.01,,Paperback,306,2022,2022,,2024/08/08,to-read,to-read,,0
6033480,"The Ghost Wore Yellow Socks (The Ghost Wore Yellow Socks, #1)",Josh Lanyon,Myriam Abbas,,9781596328105,0,3.95,Loose Id,ebook,160,2008,2008,,2024/08/08,to-read,to-read,,0
62085025,Puzzle for Two,Josh Lanyon,,,9781649310279,0,3.81,"JustJoshin Publishing, Inc.",ebook,,2023,2023,,2024/08/08,to-read,to-read,,0
54499148,"Torn Apart (Torn and Bound Duet, #1)",K. Webster,Nikki Ash,,,0,4.13,,Kindle Edition,274,2020,2020,,2024/08/08,to-read,to-read,,0
22388150,Waiting For You,K.C. Wells,,1632160919,9781632160911,0,3.51,Dreamspinner Press,ebook,48,2014,2014,,2024/08/08,to-read,to-read,,0
50216783,Flash Rip,Keira Andrews,,,9781988260419,0,4.13,KA Books,ebook,348,2019,2019,,2024/08/08,to-read,to-read,,0
26123011,"Valor on the Move (Valor, #1)",Keira Andrews,,,9780994092441,0,3.87,KA Books,ebook,280,2015,2015,,2024/08/08,to-read,to-read,,0
57489174,Nothing but Good,Kess McKinley,,1935560824,9781935560821,0,3.89,Blind Eye Books,Kindle Edition,193,2021,2021,,2024/08/08,to-read,to-read,,0
61162096,What We Broke,Marley Valentine,,,,0,4.24,,Kindle Edition,274,2023,2023,,2024/08/08,to-read,to-read,,0
46027821,Kairos,Mary Calmes,Julie Bénazet,1644051974,9781644051979,0,3.86,Dreamspinner Press,Kindle Edition,166,2019,2017,,2024/08/08,to-read,to-read,,0
123427162,Still,Mary Calmes,,,,0,3.99,,Kindle Edition,169,2023,2013,,2024/08/08,to-read,to-read,,0
54402416,Hummingbird Heartbreak (The Gold Brothers #1),Max  Walker,,,,0,3.84,Max Walker,Kindle Edition,324,2020,2020,,2024/08/08,to-read,to-read,,0
34829755,Accepting the Fall,Meg Harding,,,,0,3.68,Oceanside Press,Kindle Edition,286,2017,2017,,2024/08/08,to-read,to-read,,0
98086,Changing Tides,Michael Thomas Ford,,0758210590,9780758210593,0,3.95,Kensington Pub Corp,Hardcover,359,2007,2007,,2024/08/08,to-read,to-read,,0
26835819,A Hundred Thousand Words,Nyrae Dawn,,,,0,4.09,Nyrae Dawn ,,300,2015,2015,,2024/08/08,to-read,to-read,,0
31566256,Hanging The Stars (Half Moon Bay #2),Rhys Ford,,1634778987,9781634778985,0,4.05,Dreamspinner Press,ebook,206,2016,2016,,2024/08/08,to-read,to-read,,0
40983132,Tequila Mockingbird (Sinners #3),Rhys Ford,,,,0,4.26,Dreamspinner Press,Kindle Edition,252,2018,2014,,2024/08/08,to-read,to-read,,0
23356758,Wonderland,Rob Browatzke,,,,0,3.24,Kensington eBook,Kindle Edition,202,2015,2015,,2024/08/08,to-read,to-read,,0
39088575,"A Deeper Blue (Rules of Possession, #2)",S.E. Harmon,,,9781640808089,0,4.16,Dreamspinner Press,ebook,260,2018,2018,,2024/08/08,to-read,to-read,,0
38504190,"The Blueprint (Rules of Possession, #1)",S.E. Harmon,,,9781640801783,0,3.86,Dreamspinner Press,ebook,270,2018,2018,,2024/08/08,to-read,to-read,,0
63212931,"The Husband Hoax (Accidental Love, #1)",Saxon James,,,,0,4.05,May Books,Kindle Edition,284,2023,2023,,2024/08/08,to-read,to-read,,0
35489155,Southernmost,Silas House,,161620625X,9781616206253,0,3.96,Algonquin Books of Chapel Hill,Hardcover,336,2018,2018,,2024/08/08,to-read,to-read,,0
44780322,"Silver Fox (A Bridge to Abingdon, #4)",Tatum West,,,,0,4.26,,Kindle Edition,302,2019,2019,,2024/08/08,to-read,to-read,,0
10372473,Commitment Issues,Wynn Wagner,,1615817034,9781615817030,0,3.71,"Dreamspinner Press, LLC",ebook,250,2011,2011,,2024/08/08,to-read,to-read,,0
59948520,In Memoriam,Alice Winn,,0593534565,9780593534564,0,4.53,Knopf,Hardcover,382,2023,2023,,2024/08/09,to-read,to-read,,0
59632861,"Breaking Cover (Life Lessons, #2)",Kaje Harper,,,,0,4.22,,ebook,320,2021,2011,,2024/08/10,to-read,to-read,,0
35666651,"Depth of Field (Last Chance, #1)",Riley Hart,,,,0,4.08,Riley Hart,Kindle Edition,326,2017,2017,,2024/08/10,to-read,to-read,,0
